I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.055,-0.11,-0.055,0.0825,0.0,-0.0825,0.105,0.04,0.06,-0.035,-0.085,0.185
-0.055,-0.11,-0.055,0.0825,0.0,-0.0825,0.105,0.04,0.06,-0.035,-0.085,0.18
-0.058,-0.11,-0.052,0.084,-0.0030000000000000027,-0.081,0.105,0.04,0.06,-0.035,-0.082,0.18
-0.061,-0.11,-0.049,0.08549999999999999,-0.005999999999999998,-0.0795,0.105,0.04,0.06,-0.035,-0.079,0.178
-0.06,-0.11,-0.05,0.08499999999999999,-0.0049999999999999975,-0.08,0.105,0.04,0.06,-0.035,-0.08,0.175
-0.06,-0.11,-0.05,0.08499999999999999,-0.0049999999999999975,-0.08,0.105,0.04,0.06,-0.035,-0.08,0.175
-0.06,-0.11,-0.05,0.08499999999999999,-0.0049999999999999975,-0.08,0.101,0.044,0.06,-0.035,-0.076,0.171
-0.059,-0.11,-0.051,0.08449999999999999,-0.003999999999999997,-0.0805,0.097,0.045,0.06,-0.035,-0.075,0.17
-0.062,-0.11,-0.048,0.086,-0.006999999999999999,-0.079,0.108,0.045,0.06,-0.035,-0.073,0.169
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.121,0.045,0.061,-0.035,-0.069,0.164
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.115,0.045,0.065,-0.035,-0.07,0.16
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.115,0.045,0.065,-0.035,-0.07,0.156
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.115,0.045,0.065,-0.032,-0.067,0.155
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.115,0.045,0.065,-0.029,-0.064,0.154
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.114,0.045,0.065,-0.03,-0.065,0.149
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.11,0.045,0.065,-0.03,-0.065,0.145
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.11,0.045,0.065,-0.03,-0.061,0.145
-0.068,-0.11,-0.042,0.089,-0.013000000000000005,-0.076,0.11,0.045,0.065,-0.03,-0.059,0.143
-0.071,-0.11,-0.039,0.0905,-0.015999999999999993,-0.07450000000000001,0.11,0.045,0.065,-0.03,-0.061,0.137
-0.07,-0.11,-0.04,0.09,-0.015000000000000006,-0.075,0.109,0.045,0.065,-0.03,-0.059,0.135
-0.07,-0.11,-0.04,0.09,-0.015000000000000006,-0.075,0.105,0.045,0.065,-0.03,-0.055,0.135
-0.07,-0.11,-0.04,0.09,-0.015000000000000006,-0.075,0.105,0.045,0.065,-0.03,-0.055,0.131
-0.07,-0.111,-0.04,0.0905,-0.014500000000000006,-0.076,0.105,0.045,0.066,-0.03,-0.055,0.126
-0.068,-0.108,-0.04,0.088,-0.014000000000000005,-0.074,0.105,0.045,0.063,-0.03,-0.055,0.125
-0.064,-0.105,-0.04,0.08449999999999999,-0.011500000000000003,-0.073,0.105,0.045,0.06,-0.03,-0.054,0.124
-0.065,-0.105,-0.04,0.08499999999999999,-0.012500000000000004,-0.0725,0.105,0.045,0.06,-0.03,-0.05,0.12
-0.069,-0.105,-0.036,0.087,-0.016500000000000008,-0.0705,0.101,0.045,0.06,-0.03,-0.05,0.12
-0.07,-0.105,-0.035,0.0875,-0.01750000000000001,-0.06999999999999999,0.1,0.045,0.06,-0.03,-0.05,0.117
-0.07,-0.105,-0.035,0.0875,-0.01750000000000001,-0.06999999999999999,0.1,0.045,0.06,-0.03,-0.05,0.115
-0.07,-0.105,-0.035,0.0875,-0.01750000000000001,-0.06999999999999999,0.1,0.045,0.06,-0.03,-0.049,0.115
-0.07,-0.105,-0.035,0.0875,-0.01750000000000001,-0.06999999999999999,0.1,0.045,0.06,-0.03,-0.045,0.11
-0.07,-0.105,-0.035,0.0875,-0.01750000000000001,-0.06999999999999999,0.096,0.045,0.06,-0.03,-0.045,0.105
-0.067,-0.102,-0.035,0.08449999999999999,-0.016000000000000007,-0.06849999999999999,0.095,0.044,0.06,-0.03,-0.046,0.105
-0.065,-0.099,-0.035,0.082,-0.0155,-0.0665,0.095,0.047,0.06,-0.03,-0.043,0.103
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.095,0.05,0.06,-0.03,-0.04,0.1
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.095,0.05,0.06,-0.03,-0.04,0.1
-0.069,-0.1,-0.031,0.0845,-0.019000000000000003,-0.0655,0.095,0.05,0.06,-0.03,-0.04,0.096
-0.071,-0.1,-0.029,0.08549999999999999,-0.02099999999999999,-0.0645,0.095,0.05,0.057,-0.03,-0.041,0.095
-0.069,-0.1,-0.031,0.0845,-0.019000000000000003,-0.0655,0.095,0.05,0.054,-0.03,-0.038,0.093
-0.071,-0.1,-0.029,0.08549999999999999,-0.02099999999999999,-0.0645,0.095,0.05,0.055,-0.029,-0.035,0.09
-0.075,-0.1,-0.025,0.0875,-0.024999999999999994,-0.0625,0.095,0.05,0.055,-0.025,-0.035,0.09
-0.07,-0.096,-0.025,0.083,-0.022000000000000006,-0.061,0.095,0.05,0.055,-0.025,-0.035,0.086
-0.072,-0.095,-0.022,0.08349999999999999,-0.024499999999999994,-0.059000000000000004,0.095,0.05,0.055,-0.025,-0.036,0.085
-0.06,-0.095,-0.035,0.0775,-0.012499999999999997,-0.065,0.095,0.05,0.055,-0.025,-0.033,0.083
-0.044,-0.095,-0.051,0.0695,0.003500000000000003,-0.07300000000000001,0.095,0.05,0.055,-0.025,-0.03,0.08
-0.05,-0.095,-0.045,0.07250000000000001,-0.0025000000000000022,-0.07,0.095,0.05,0.055,-0.025,-0.03,0.08
-0.05,-0.095,-0.045,0.07250000000000001,-0.0025000000000000022,-0.07,0.095,0.05,0.055,-0.025,-0.03,0.076
-0.05,-0.095,-0.045,0.07250000000000001,-0.0025000000000000022,-0.07,0.095,0.053,0.055,-0.025,-0.031,0.074
-0.05,-0.095,-0.045,0.07250000000000001,-0.0025000000000000022,-0.07,0.095,0.056,0.055,-0.025,-0.028,0.076
-0.051,-0.095,-0.044,0.073,-0.003499999999999996,-0.0695,0.095,0.055,0.055,-0.025,-0.025,0.074
-0.055,-0.095,-0.04,0.075,-0.0075,-0.0675,0.095,0.055,0.055,-0.025,-0.025,0.07
-0.059,-0.099,-0.04,0.079,-0.009499999999999995,-0.0695,0.095,0.055,0.059,-0.025,-0.025,0.07
-0.06,-0.1,-0.04,0.08,-0.009999999999999995,-0.07,0.095,0.055,0.06,-0.025,-0.026,0.067
-0.059,-0.1,-0.04,0.0795,-0.008999999999999994,-0.07050000000000001,0.095,0.055,0.06,-0.025,-0.023,0.065
-0.061,-0.1,-0.039,0.0805,-0.010999999999999996,-0.0695,0.095,0.055,0.06,-0.025,-0.02,0.064
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.095,0.055,0.06,-0.025,-0.02,0.06
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.095,0.055,0.06,-0.025,-0.02,0.06
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.095,0.055,0.063,-0.025,-0.02,0.057
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.095,0.055,0.066,-0.025,-0.02,0.054
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.095,0.055,0.065,-0.025,-0.019,0.055
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.095,0.055,0.065,-0.025,-0.015,0.055
-0.069,-0.1,-0.031,0.0845,-0.019000000000000003,-0.0655,0.095,0.052,0.065,-0.025,-0.015,0.051
-0.071,-0.1,-0.03,0.08549999999999999,-0.02099999999999999,-0.0645,0.095,0.046,0.063,-0.025,-0.015,0.05
-0.07,-0.1,-0.03,0.085,-0.020000000000000004,-0.065,0.095,0.062,0.071,-0.025,-0.015,0.048
-0.071,-0.101,-0.03,0.086,-0.02049999999999999,-0.0655,0.094,0.082,0.08,-0.025,-0.014,0.044
-0.075,-0.105,-0.03,0.09,-0.0225,-0.0675,0.09,0.075,0.075,-0.025,-0.01,0.045
-0.079,-0.105,-0.026,0.092,-0.026500000000000003,-0.0655,0.09,0.074,0.075,-0.025,-0.01,0.045
-0.08,-0.105,-0.025,0.0925,-0.027500000000000004,-0.065,0.09,0.075,0.076,-0.025,-0.01,0.042
-0.08,-0.105,-0.025,0.0925,-0.027500000000000004,-0.065,0.09,0.075,0.073,-0.025,-0.01,0.039
-0.08,-0.105,-0.025,0.0925,-0.027500000000000004,-0.065,0.09,0.075,0.07,-0.025,-0.01,0.04
-0.08,-0.105,-0.025,0.0925,-0.027500000000000004,-0.065,0.09,0.075,0.07,-0.025,-0.01,0.04
-0.083,-0.105,-0.022,0.094,-0.030500000000000006,-0.0635,0.09,0.075,0.07,-0.025,-0.006,0.036
-0.061,-0.105,-0.044,0.08299999999999999,-0.0085,-0.0745,0.09,0.076,0.067,-0.025,-0.005,0.034
-0.05,-0.105,-0.055,0.0775,0.0024999999999999953,-0.07999999999999999,0.09,0.073,0.064,-0.025,-0.005,0.036
-0.063,-0.105,-0.042,0.08399999999999999,-0.010500000000000002,-0.0735,0.09,0.07,0.065,-0.025,-0.005,0.034
-0.07,-0.105,-0.035,0.0875,-0.01750000000000001,-0.06999999999999999,0.09,0.07,0.065,-0.025,-0.005,0.03
-0.076,-0.105,-0.029,0.0905,-0.0235,-0.067,0.09,0.07,0.061,-0.025,-0.005,0.03
-0.093,-0.105,-0.012,0.099,-0.0405,-0.058499999999999996,0.09,0.07,0.059,-0.025,-0.005,0.027
-0.07,-0.105,-0.035,0.0875,-0.01750000000000001,-0.06999999999999999,0.09,0.07,0.061,-0.025,-0.005,0.024
-0.029,-0.105,-0.076,0.067,0.023499999999999997,-0.0905,0.09,0.07,0.059,-0.025,-0.004,0.025
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.07,0.055,-0.025,0.0,0.025
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.07,0.055,-0.025,0.0,0.021
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.067,0.056,-0.025,0.0,0.019
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.064,0.053,-0.025,0.0,0.021
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.065,0.05,-0.025,0.0,0.019
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.065,0.05,-0.025,0.0,0.015
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.065,0.05,-0.025,0.0,0.015
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.065,0.047,-0.025,-0.001,0.016
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.065,0.044,-0.025,0.002,0.013
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.065,0.045,-0.025,0.005,0.01
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.09,0.065,0.045,-0.025,0.005,0.01
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.091,0.065,0.044,-0.025,0.005,0.006
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.084,0.066,0.052,-0.025,0.005,0.005
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.094,0.079,0.054,-0.025,0.005,0.003
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.111,0.091,0.049,-0.024,0.005,0.0
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.105,0.085,0.05,-0.02,0.005,0.0
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.105,0.085,0.05,-0.02,0.005,-0.004
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.105,0.085,0.05,-0.02,0.004,-0.005
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.105,0.085,0.05,-0.02,0.007,-0.007
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.104,0.084,0.05,-0.02,0.01,-0.01
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.1,0.08,0.05,-0.02,0.01,-0.01
-0.03,-0.105,-0.075,0.0675,0.0225,-0.09,0.1,0.08,0.05,-0.02,0.01,-0.014
-0.029,-0.104,-0.075,0.0665,0.022999999999999996,-0.0895,0.1,0.08,0.05,-0.02,0.01,-0.015
-0.035,-0.11,-0.075,0.07250000000000001,0.019999999999999997,-0.0925,0.1,0.08,0.05,-0.02,0.01,-0.017
-0.047,-0.122,-0.075,0.08449999999999999,0.013999999999999999,-0.0985,0.099,0.079,0.05,-0.02,0.011,-0.02
-0.05,-0.125,-0.075,0.0875,0.012499999999999997,-0.1,0.095,0.075,0.05,-0.02,0.015,-0.02
-0.05,-0.125,-0.075,0.0875,0.012499999999999997,-0.1,0.095,0.075,0.05,-0.02,0.015,-0.024
-0.053,-0.125,-0.072,0.089,0.009500000000000001,-0.0985,0.095,0.075,0.047,-0.02,0.015,-0.025
-0.056,-0.125,-0.069,0.0905,0.006499999999999999,-0.097,0.095,0.075,0.044,-0.02,0.015,-0.027
-0.055,-0.125,-0.07,0.09,0.0075,-0.0975,0.095,0.075,0.045,-0.02,0.015,-0.03
-0.055,-0.125,-0.07,0.09,0.0075,-0.0975,0.095,0.075,0.045,-0.02,0.015,-0.03
-0.055,-0.125,-0.07,0.09,0.0075,-0.0975,0.091,0.071,0.045,-0.02,0.015,-0.034
-0.054,-0.125,-0.071,0.0895,0.0085,-0.098,0.09,0.07,0.045,-0.02,0.018,-0.036
-0.057,-0.125,-0.068,0.091,0.005499999999999998,-0.0965,0.09,0.07,0.045,-0.02,0.021,-0.034
-0.06,-0.125,-0.065,0.0925,0.0025000000000000022,-0.095,0.09,0.07,0.045,-0.02,0.02,-0.036
-0.06,-0.125,-0.065,0.0925,0.0025000000000000022,-0.095,0.09,0.07,0.045,-0.02,0.02,-0.04
-0.06,-0.125,-0.065,0.0925,0.0025000000000000022,-0.095,0.086,0.066,0.045,-0.02,0.02,-0.04
-0.059,-0.124,-0.065,0.0915,0.0030000000000000027,-0.0945,0.085,0.065,0.045,-0.02,0.019,-0.04
-0.062,-0.127,-0.065,0.0945,0.0015000000000000013,-0.096,0.085,0.065,0.045,-0.02,0.022,-0.039
-0.065,-0.13,-0.065,0.0975,0.0,-0.0975,0.085,0.065,0.045,-0.02,0.025,-0.033
-0.065,-0.13,-0.065,0.0975,0.0,-0.0975,0.085,0.065,0.045,-0.02,0.025,-0.03
-0.069,-0.13,-0.061,0.0995,-0.0040000000000000036,-0.0955,0.085,0.065,0.049,-0.02,0.025,-0.051
-0.07,-0.13,-0.06,0.1,-0.0050000000000000044,-0.095,0.088,0.067,0.05,-0.017,0.025,-0.057
-0.07,-0.13,-0.06,0.1,-0.0050000000000000044,-0.095,0.091,0.073,0.05,-0.014,0.025,-0.054
-0.07,-0.13,-0.06,0.1,-0.0050000000000000044,-0.095,0.09,0.075,0.05,-0.015,0.025,-0.055
-0.07,-0.13,-0.06,0.1,-0.0050000000000000044,-0.095,0.09,0.075,0.05,-0.015,0.025,-0.055
-0.07,-0.13,-0.06,0.1,-0.0050000000000000044,-0.095,0.09,0.087,0.05,-0.015,0.029,-0.055
-0.073,-0.13,-0.057,0.1015,-0.007999999999999993,-0.0935,0.09,0.091,0.05,-0.015,0.03,-0.055
-0.076,-0.13,-0.054,0.10300000000000001,-0.010999999999999996,-0.092,0.09,0.09,0.05,-0.015,0.03,-0.054
-0.075,-0.13,-0.055,0.10250000000000001,-0.009999999999999995,-0.0925,0.09,0.09,0.05,-0.015,0.03,-0.057
-0.075,-0.13,-0.055,0.10250000000000001,-0.009999999999999995,-0.0925,0.09,0.09,0.05,-0.015,0.03,-0.07
-0.075,-0.13,-0.055,0.10250000000000001,-0.009999999999999995,-0.0925,0.09,0.09,0.05,-0.015,0.03,-0.075
-0.072,-0.127,-0.055,0.0995,-0.008499999999999994,-0.091,0.09,0.09,0.05,-0.015,0.03,-0.075
-0.069,-0.124,-0.055,0.0965,-0.007000000000000006,-0.0895,0.09,0.09,0.05,-0.015,0.03,-0.075
-0.071,-0.125,-0.054,0.098,-0.008499999999999994,-0.0895,0.09,0.09,0.05,-0.015,0.03,-0.075
-0.075,-0.125,-0.05,0.1,-0.012499999999999997,-0.0875,0.09,0.09,0.05,-0.015,0.03,-0.075
-0.076,-0.125,-0.05,0.1005,-0.013499999999999998,-0.087,0.094,0.09,0.05,-0.015,0.03,-0.075
-0.072,-0.122,-0.05,0.097,-0.010999999999999996,-0.086,0.095,0.09,0.05,-0.015,0.03,-0.075
-0.07,-0.119,-0.05,0.0945,-0.01050000000000001,-0.08399999999999999,0.095,0.09,0.05,-0.015,0.03,-0.075
-0.07,-0.12,-0.05,0.095,-0.010000000000000009,-0.08499999999999999,0.095,0.09,0.05,-0.015,0.03,-0.075
-0.07,-0.12,-0.05,0.095,-0.010000000000000009,-0.08499999999999999,0.095,0.09,0.05,-0.015,0.03,-0.075
-0.07,-0.12,-0.05,0.095,-0.010000000000000009,-0.08499999999999999,0.095,0.09,0.05,-0.015,0.03,-0.075
-0.067,-0.117,-0.05,0.092,-0.0085,-0.0835,0.095,0.09,0.05,-0.015,0.03,-0.074
-0.064,-0.114,-0.05,0.089,-0.006999999999999999,-0.082,0.095,0.09,0.05,-0.015,0.03,-0.079
-0.065,-0.115,-0.05,0.09,-0.0075,-0.0825,0.095,0.09,0.05,-0.015,0.03,-0.086
-0.065,-0.115,-0.05,0.09,-0.0075,-0.0825,0.095,0.09,0.05,-0.015,0.03,-0.085
-0.065,-0.115,-0.05,0.09,-0.0075,-0.0825,0.095,0.09,0.05,-0.015,0.03,-0.085
-0.065,-0.116,-0.051,0.0905,-0.006999999999999999,-0.0835,0.095,0.09,0.049,-0.015,0.03,-0.085
-0.065,-0.113,-0.048,0.089,-0.0085,-0.0805,0.095,0.09,0.052,-0.015,0.03,-0.085
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.094,0.09,0.055,-0.015,0.03,-0.085
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.09,0.09,0.055,-0.015,0.03,-0.085
-0.065,-0.11,-0.045,0.0875,-0.010000000000000002,-0.0775,0.09,0.09,0.055,-0.015,0.03,-0.085
-0.066,-0.111,-0.045,0.0885,-0.010500000000000002,-0.078,0.09,0.09,0.053,-0.015,0.03,-0.085
-0.063,-0.108,-0.045,0.08549999999999999,-0.009000000000000001,-0.0765,0.09,0.09,0.061,-0.015,0.03,-0.085
-0.06,-0.105,-0.045,0.08249999999999999,-0.0075,-0.075,0.09,0.089,0.07,-0.015,0.03,-0.085
-0.06,-0.105,-0.045,0.08249999999999999,-0.0075,-0.075,0.09,0.085,0.065,-0.015,0.03,-0.085
-0.06,-0.105,-0.045,0.08249999999999999,-0.0075,-0.075,0.09,0.085,0.065,-0.015,0.03,-0.085
-0.06,-0.105,-0.045,0.08249999999999999,-0.0075,-0.075,0.091,0.085,0.062,-0.015,0.03,-0.085
-0.06,-0.105,-0.045,0.08249999999999999,-0.0075,-0.075,0.088,0.085,0.06,-0.015,0.03,-0.085
-0.059,-0.104,-0.045,0.08149999999999999,-0.006999999999999999,-0.0745,0.085,0.085,0.059,-0.015,0.03,-0.085
-0.055,-0.1,-0.045,0.0775,-0.0049999999999999975,-0.07250000000000001,0.085,0.085,0.055,-0.015,0.03,-0.085
-0.054,-0.1,-0.045,0.077,-0.003999999999999997,-0.07300000000000001,0.085,0.085,0.055,-0.015,0.03,-0.085
-0.058,-0.1,-0.042,0.079,-0.008,-0.07100000000000001,0.085,0.082,0.052,-0.015,0.03,-0.085
-0.062,-0.1,-0.037,0.081,-0.011999999999999997,-0.069,0.085,0.079,0.049,-0.015,0.03,-0.085
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.085,0.08,0.05,-0.015,0.03,-0.085
-0.065,-0.1,-0.035,0.0825,-0.015,-0.0675,0.085,0.08,0.05,-0.015,0.03,-0.085
-0.065,-0.096,-0.031,0.0805,-0.017,-0.0635,0.085,0.08,0.046,-0.015,0.03,-0.085
-0.065,-0.095,-0.03,0.08,-0.0175,-0.0625,0.082,0.08,0.045,-0.015,0.03,-0.085
-0.066,-0.095,-0.029,0.0805,-0.018500000000000003,-0.062,0.079,0.08,0.043,-0.015,0.03,-0.085
-0.071,-0.095,-0.024,0.08299999999999999,-0.023499999999999993,-0.059500000000000004,0.08,0.079,0.04,-0.015,0.03,-0.085
-0.075,-0.095,-0.02,0.08499999999999999,-0.027499999999999997,-0.0575,0.08,0.075,0.04,-0.015,0.03,-0.085
-0.075,-0.095,-0.02,0.08499999999999999,-0.027499999999999997,-0.0575,0.08,0.075,0.036,-0.015,0.03,-0.085
-0.079,-0.096,-0.017,0.0875,-0.031,-0.0565,0.08,0.075,0.035,-0.015,0.03,-0.088
-0.079,-0.093,-0.015,0.086,-0.0325,-0.0535,0.08,0.075,0.033,-0.016,0.03,-0.09
-0.074,-0.09,-0.015,0.08199999999999999,-0.028999999999999998,-0.053,0.08,0.075,0.03,-0.014,0.03,-0.091
-0.06,-0.09,-0.03,0.075,-0.015,-0.06,0.08,0.075,0.03,-0.015,0.03,-0.1
-0.012,-0.09,-0.078,0.051,0.033,-0.08399999999999999,0.079,0.075,0.029,-0.033,0.027,-0.113
-0.011,-0.09,-0.079,0.050499999999999996,0.034,-0.08449999999999999,0.088,0.079,0.041,-0.026,0.02,-0.113
-0.035,-0.09,-0.055,0.0625,0.009999999999999995,-0.0725,0.102,0.093,0.057,-0.008,0.025,-0.108
-0.048,-0.089,-0.041,0.0685,-0.003500000000000003,-0.065,0.112,0.107,0.068,0.003,0.037,-0.104
-0.06,-0.085,-0.025,0.07250000000000001,-0.017499999999999995,-0.05500000000000001,0.115,0.11,0.08,0.015,0.04,-0.1
-0.072,-0.085,-0.012,0.0785,-0.02949999999999999,-0.04900000000000001,0.114,0.114,0.084,0.027,0.045,-0.1
-0.081,-0.085,-0.004,0.083,-0.0385,-0.044500000000000005,0.119,0.116,0.09,0.04,0.043,-0.098
-0.089,-0.085,0.004,0.087,-0.04649999999999999,-0.04050000000000001,0.118,0.131,0.118,0.064,0.053,-0.092
-0.097,-0.085,0.012,0.091,-0.0545,-0.036500000000000005,0.125,0.164,0.158,0.099,0.075,-0.09
-0.105,-0.085,0.02,0.095,-0.06249999999999999,-0.03250000000000001,0.145,0.19,0.17,0.125,0.085,-0.09
-0.114,-0.085,0.03,0.0995,-0.07150000000000001,-0.028000000000000004,0.13,0.181,0.15,0.123,0.085,-0.086
-0.111,-0.088,0.023,0.0995,-0.067,-0.032499999999999994,0.115,0.16,0.135,0.115,0.091,-0.081
-0.099,-0.091,0.009,0.095,-0.053500000000000006,-0.041499999999999995,0.102,0.171,0.108,0.133,0.112,-0.08
-0.087,-0.09,-0.003,0.0885,-0.041999999999999996,-0.0465,0.087,0.164,0.073,0.142,0.125,-0.079
-0.075,-0.09,-0.015,0.08249999999999999,-0.03,-0.0525,0.075,0.075,0.04,0.09,0.115,-0.07
-0.067,-0.09,-0.023,0.0785,-0.022000000000000006,-0.056499999999999995,0.044,-0.034,-0.056,-0.016,0.111,-0.062
-0.059,-0.089,-0.03,0.074,-0.014499999999999999,-0.0595,0.012,-0.171,-0.207,-0.203,0.104,-0.053
-0.05,-0.092,-0.041,0.07100000000000001,-0.0040000000000000036,-0.067,-0.027,-0.298,-0.353,-0.394,0.098,-0.049
-0.026,-0.095,-0.07,0.0605,0.021500000000000002,-0.082,-0.077,-0.393,-0.486,-0.566,0.093,-0.033
0.01,-0.095,-0.105,0.0425,0.0575,-0.1,-0.12,-0.49,-0.63,-0.75,0.085,0.01
0.007,-0.095,-0.102,0.044,0.0545,-0.0985,-0.151,-0.604,-0.746,-0.903,0.086,0.053
0.005,-0.094,-0.1,0.0445,0.052,-0.0965,-0.19,-0.696,-0.871,-1.095,0.04,0.072
0.0,-0.098,-0.098,0.049,0.049,-0.098,-0.211,-0.792,-1.012,-1.314,-0.027,0.078
0.006,-0.09,-0.096,0.041999999999999996,0.051,-0.093,-0.237,-0.947,-1.156,-1.51,-0.085,0.097
0.055,-0.08,-0.135,0.0125,0.095,-0.1075,-0.31,-1.16,-1.31,-1.69,-0.17,0.115
0.1,-0.124,-0.224,0.011999999999999997,0.162,-0.174,-0.365,-1.337,-1.484,-1.881,-0.308,0.087
0.103,-0.111,-0.214,0.0040000000000000036,0.1585,-0.1625,-0.397,-1.409,-1.559,-1.956,-0.372,0.111
0.088,-0.064,-0.152,-0.011999999999999997,0.12,-0.108,-0.408,-1.448,-1.584,-1.95,-0.392,0.164
0.077,-0.042,-0.119,-0.017499999999999998,0.098,-0.0805,-0.413,-1.504,-1.601,-1.945,-0.414,0.205
0.07,-0.035,-0.105,-0.0175,0.08750000000000001,-0.07,-0.43,-1.56,-1.59,-1.935,-0.425,0.235
0.064,-0.027,-0.091,-0.018500000000000003,0.0775,-0.059,-0.444,-1.605,-1.584,-1.877,-0.451,0.232
0.008,-0.058,-0.066,0.025,0.037000000000000005,-0.062,-0.44,-1.568,-1.548,-1.774,-0.449,0.226
0.006,-0.096,-0.102,0.045,0.054,-0.099,-0.432,-1.512,-1.46,-1.658,-0.433,0.223
0.084,-0.15,-0.235,0.032999999999999995,0.159,-0.192,-0.429,-1.445,-1.366,-1.539,-0.422,0.219
0.155,-0.255,-0.41,0.05,0.2825,-0.3325,-0.425,-1.325,-1.315,-1.42,-0.41,0.215
0.227,-0.33,-0.557,0.051500000000000004,0.392,-0.4435,-0.417,-1.245,-1.266,-1.337,-0.404,0.21
0.256,-0.353,-0.609,0.04849999999999999,0.4325,-0.481,-0.411,-1.145,-1.19,-1.234,-0.373,0.213
0.251,-0.359,-0.61,0.05399999999999999,0.4305,-0.4845,-0.411,-0.993,-1.068,-1.103,-0.329,0.197
0.243,-0.375,-0.618,0.066,0.4305,-0.4965,-0.398,-0.816,-0.926,-0.974,-0.3,0.163
0.23,-0.39,-0.62,0.08,0.42500000000000004,-0.505,-0.36,-0.645,-0.795,-0.855,-0.3,0.13
0.188,-0.39,-0.578,0.101,0.383,-0.484,-0.331,-0.49,-0.654,-0.737,-0.32,0.067
0.138,-0.394,-0.532,0.128,0.335,-0.463,-0.269,-0.362,-0.526,-0.638,-0.294,0.004
0.108,-0.376,-0.484,0.134,0.296,-0.43,-0.196,-0.265,-0.418,-0.537,-0.252,-0.054
0.071,-0.336,-0.407,0.1325,0.239,-0.3715,-0.135,-0.176,-0.312,-0.411,-0.213,-0.098
0.01,-0.305,-0.315,0.1475,0.1625,-0.31,-0.075,-0.085,-0.205,-0.28,-0.155,-0.125
-0.008,-0.273,-0.265,0.1405,0.1285,-0.269,-0.027,-0.027,-0.13,-0.192,-0.102,-0.163
-0.023,-0.241,-0.218,0.132,0.0975,-0.22949999999999998,0.02,0.026,-0.07,-0.13,-0.057,-0.176
-0.062,-0.224,-0.162,0.14300000000000002,0.05,-0.193,0.055,0.084,-0.009,-0.066,-0.013,-0.174
-0.094,-0.218,-0.125,0.156,0.015,-0.17099999999999999,0.073,0.128,0.039,-0.018,0.021,-0.175
-0.09,-0.21,-0.12,0.15,0.015,-0.16499999999999998,0.085,0.15,0.06,-0.01,0.035,-0.175
-0.089,-0.202,-0.112,0.14550000000000002,0.01200000000000001,-0.15750000000000003,0.102,0.167,0.081,0.001,0.052,-0.175
-0.091,-0.194,-0.104,0.14250000000000002,0.006000000000000005,-0.14850000000000002,0.11,0.175,0.087,0.015,0.056,-0.175
-0.089,-0.185,-0.096,0.137,0.003500000000000003,-0.1405,0.11,0.175,0.083,0.024,0.054,-0.175
